GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A087X1Y9	MMP28	part_of	GO:0031012	extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001818	9606	InterPro		C
UniProtKB	A0A0A0MQS9	LAMA4	part_of	GO:0005604	basement membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97927|ensembl:ENSMUSP00000019992	9606	Ensembl		C
UniProtKB	A0A0A0MSA0	LAMA3	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0084	9606	UniProt		C
UniProtKB	A0A0A0MSA0	LAMA3	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0025	9606	UniProt		C
UniProtKB	A0A0A0MTE8	NAV2	part_of	GO:0031012	extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:E9Q842|ensembl:ENSMUSP00000067448	9606	Ensembl		C
UniProtKB	A0A0A0MTE8	NAV2	part_of	GO:0005614	interstitial matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:E9Q842|ensembl:ENSMUSP00000067448	9606	Ensembl		C
UniProtKB	A0A0A0U994	COL4A5	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001442|InterPro:IPR036954	9606	InterPro		F
UniProtKB	A0A0A0U994	COL4A5	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0084	9606	UniProt		C
UniProtKB	A0A0A0U994	COL4A5	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0025	9606	UniProt		C
UniProtKB	A0A0C4DFS1	COL11A2	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A0G2JHD9	COL11A2	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A0G2JL35	COL11A2	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A0J9YXG7	GPC2	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001863	9606	InterPro		C
UniProtKB	A0A0S2Z3H5	COL1A2	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A0S2Z3H5	COL1A2	part_of	GO:0005584	collagen type I trimer	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q01149|ensembl:ENSMUSP00000031668	9606	Ensembl		C
UniProtKB	A0A0S2Z3L8	DCN	enables	GO:0030021	extracellular matrix structural constituent conferring compression resistance	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028549	9606	InterPro		F
UniProtKB	A0A0S2Z3V1	EFEMP1	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032973	9606	InterPro		C
UniProtKB	A0A0S2Z4F1	EFEMP1	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032973	9606	InterPro		C
UniProtKB	A0A0S2Z4Q2	TGFBI	part_of	GO:0031012	extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P82198|ensembl:ENSMUSP00000037719	9606	Ensembl		C
UniProtKB	A0A0S2Z4Q2	TGFBI	part_of	GO:0005604	basement membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D4A8G5|ensembl:ENSRNOP00000016389	9606	Ensembl		C
UniProtKB	A0A0U1RQV3	EFEMP1	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032973	9606	InterPro		C
UniProtKB	A0A0U1RRL0	EFEMP1	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032973	9606	InterPro		C
UniProtKB	A0A140T8Y3	TNXB	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033081	9606	InterPro		C
UniProtKB	A0A140T902	TNXB	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033081	9606	InterPro		C
UniProtKB	A0A140T956	TNXB	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033081	9606	InterPro		C
UniProtKB	A0A140T9C0	TNXB	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033081	9606	InterPro		C
UniProtKB	A0A140T9I7	COL11A2	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A140T9N1	COL11A2	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A140TA33	TNXB	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033081	9606	InterPro		C
UniProtKB	A0A140TA41	TNXB	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033081	9606	InterPro		C
UniProtKB	A0A140TA43	COL11A2	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A140TA52	TNXB	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033081	9606	InterPro		C
UniProtKB	A0A140TA54	COL11A2	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A140VJU8	A0A140VJU8	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q08420|ensembl:ENSRNOP00000005155	9606	Ensembl		C
UniProtKB	A0A140VJU8	A0A140VJU8	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O09164|ensembl:ENSMUSP00000098768	9606	Ensembl		C
UniProtKB	A0A140VK80	A0A140VK80	part_of	GO:0031012	extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BZQ2|ensembl:ENSMUSP00000034282	9606	Ensembl		C
UniProtKB	A0A140VKF3	A0A140VKF3	part_of	GO:0005604	basement membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80ZA3|ensembl:ENSRNOP00000004313	9606	Ensembl		C
UniProtKB	A0A1B0GTY3	ADAMTS2	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR013275	9606	InterPro		C
UniProtKB	A0A1B0GUY1	MARCOL	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000318	IBA	PMID:21873635	FB:FBgn0000299|MGI:MGI:104687|MGI:MGI:2152695|MGI:MGI:2672118|MGI:MGI:88457|MGI:MGI:88467|PANTHER:PTN004649045|UniProtKB:P02461|UniProtKB:P02462|UniProtKB:P53420|WB:WBGene00002280	9606	GO_Central		F
UniProtKB	A0A1B0GUY1	MARCOL	part_of	GO:0031012	extracellular matrix	ECO:0000318	IBA	PMID:21873635	FB:FBgn0000299|FB:FBgn0016075|MGI:MGI:104687|MGI:MGI:104688|MGI:MGI:1858212|MGI:MGI:2152695|MGI:MGI:2672118|MGI:MGI:2685312|MGI:MGI:88445|MGI:MGI:88446|MGI:MGI:88449|MGI:MGI:88451|MGI:MGI:88452|MGI:MGI:88453|MGI:MGI:88454|MGI:MGI:88455|MGI:MGI:88456|MGI:MGI:88457|MGI:MGI:88467|MGI:MGI:88468|PANTHER:PTN004649045|RGD:2372|RGD:2375|RGD:70922|RGD:71029|UniProtKB:A0A0G2K7A5|UniProtKB:P02452|UniProtKB:P02458|UniProtKB:P02461|UniProtKB:P02462|UniProtKB:P02467|UniProtKB:P05997|UniProtKB:P08123|UniProtKB:P12107|UniProtKB:P20908|UniProtKB:P53420|UniProtKB:Q01955|WB:WBGene00000251|WB:WBGene00000527|WB:WBGene00001263|WB:WBGene00002280	9606	GO_Central		C
UniProtKB	A0A1B1PFX5	FBN1	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011398	9606	InterPro		F
UniProtKB	A0A1B1PFX5	FBN1	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011398	9606	InterPro		C
UniProtKB	A0A1S5UZ08	GPC3	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001863	9606	InterPro		C
UniProtKB	A0A1U9X7H3	A0A1U9X7H3	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A1U9X7I1	A0A1U9X7I1	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A1U9X7I7	A0A1U9X7I7	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A1U9X7I9	A0A1U9X7I9	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A1U9X7J1	A0A1U9X7J1	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A1U9X7J8	A0A1U9X7J8	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A2R8Y2F0	COL4A3	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001442|InterPro:IPR036954	9606	InterPro		F
UniProtKB	A0A2R8Y2F0	COL4A3	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0084	9606	UniProt		C
UniProtKB	A0A2R8Y2F0	COL4A3	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0025	9606	UniProt		C
UniProtKB	A0A2R8Y3T0	COCH	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030743	9606	InterPro		C
UniProtKB	A0A2R8Y6E5	COL4A3	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001442|InterPro:IPR036954	9606	InterPro		F
UniProtKB	A0A2R8Y6E5	COL4A3	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0084	9606	UniProt		C
UniProtKB	A0A2R8Y6E5	COL4A3	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0025	9606	UniProt		C
UniProtKB	A0A2R8YDL0	TECTA	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033026	9606	InterPro		F
UniProtKB	A0A2R8YDL0	TECTA	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033026	9606	InterPro		C
UniProtKB	A0A2R8YEK3	CASK	part_of	GO:0005604	basement membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70589|ensembl:ENSMUSP00000111098	9606	Ensembl		C
UniProtKB	A0A2R8YGQ5	TECTA	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033026	9606	InterPro		F
UniProtKB	A0A2R8YGQ5	TECTA	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033026	9606	InterPro		C
UniProtKB	A0A2U3TZE7	COCH	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030743	9606	InterPro		C
UniProtKB	A0A2U3TZE7	COCH	part_of	GO:0031012	extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62507|ensembl:ENSMUSP00000128127	9606	Ensembl		C
UniProtKB	A0A384MDM4	A0A384MDM4	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011398	9606	InterPro		F
UniProtKB	A0A384MDM4	A0A384MDM4	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011398	9606	InterPro		C
UniProtKB	A0A384MDP3	A0A384MDP3	part_of	GO:0031012	extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02788|ensembl:ENSMUSP00000001181	9606	Ensembl		C
UniProtKB	A0A384MDU2	COL1A2	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000885	9606	InterPro		F
UniProtKB	A0A384MR25	A0A384MR25	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0084	9606	UniProt		C
UniProtKB	A0A384MR25	A0A384MR25	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0025	9606	UniProt		C
UniProtKB	A0A384N611	A0A384N611	part_of	GO:0031012	extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P22725|ensembl:ENSMUSP00000064878	9606	Ensembl		C
UniProtKB	A0A384N669	A0A384N669	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027219	9606	InterPro		C
UniProtKB	A0A384N669	A0A384N669	part_of	GO:0031012	extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P51886|ensembl:ENSRNOP00000006109	9606	Ensembl		C
UniProtKB	A0A384N669	A0A384N669	part_of	GO:0031012	extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P51885|ensembl:ENSMUSP00000040877	9606	Ensembl		C
UniProtKB	A0A384NPH9	A0A384NPH9	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001863	9606	InterPro		C
UniProtKB	A0A384NPH9	A0A384NPH9	part_of	GO:0031012	extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QZF2|ensembl:ENSMUSP00000047199	9606	Ensembl		C
UniProtKB	A0A384P5H7	COL6A1	part_of	GO:0031012	extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q04857|ensembl:ENSMUSP00000001147	9606	Ensembl		C
UniProtKB	A0A3B3IRN5	FMOD	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027215	9606	InterPro		C
UniProtKB	A0A3B3IS47	COL4A2	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001442|InterPro:IPR036954	9606	InterPro		F
UniProtKB	A0A3B3IS47	COL4A2	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0084	9606	UniProt		C
UniProtKB	A0A3B3IS47	COL4A2	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0025	9606	UniProt		C
UniProtKB	A0A3B3ISV3	COL4A1	enables	GO:0005201	extracellular matrix structural constituent	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001442|InterPro:IPR036954	9606	InterPro		F
UniProtKB	A0A3B3ISV3	COL4A1	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0084	9606	UniProt		C
UniProtKB	A0A3B3ISV3	COL4A1	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0025	9606	UniProt		C
UniProtKB	A0A3B3ISX9	TNXB	part_of	GO:0062023	collagen-containing extracellular matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033081	9606	InterPro		C
UniProtKB	A0A3B3ISX9	TNXB	part_of	GO:0031012	extracellular matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A5F8MPH8|ensembl:ENSMUSP00000158977	9606	Ensembl		C
UniProtKB	A0A3B3ITG1	LAMA3	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0084	9606	UniProt		C
UniProtKB	A0A3B3ITG1	LAMA3	part_of	GO:0005604	basement membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0025	9606	UniProt		C
